"Accuracy","Precision","PrecisionUsa","PrecisionJapan","PrecisionWestGermany","PrecisionCanada","PrecisionUK","PrecisionFrance","Recall","RecallUsa","RecallJapan","RecallWestGermany","RecallCanada","RecallUK","RecallFrance","F1","F1Usa","F1Japan","F1WestGermany","F1Canada","F1UK","F1France"
"0.84","0.84","0.98","0.43","0.22","0.24","0.37","0.18","0.83","0.98","0.43","0.22","0.24","0.37","0.18","0.91","0.54","0.34","0.36","0.52","0.26","0.81"
