Accuracy;0.87
Precision;0.87
Precision Usa;0.98
Precision Japan;0.46
Precision West-germany;0.52
Precision Canada;0.34
Precision Uk;0.51
Precision France;0.47
Recall;0.87
Recall Usa;0.98
Recall Japan;0.46
Recall West-germany;0.52
Recall Canada;0.34
Recall Uk;0.51
Recall France;0.47
F1 Usa;0.93
F1 Japan;0.6
F1 West-germany;0.62
F1 Canada;0.48
F1 Uk;0.6
F1 France;0.6
F1;0.86
