Accuracy;0.81
Precision;0.81
Precision Usa;0.98
Precision Japan;0.17
Precision West-germany;0.29
Precision Canada;0.03
Precision Uk;0.17
Precision France;0.1
Recall;0.77
Recall Usa;0.98
Recall Japan;0.17
Recall West-germany;0.29
Recall Canada;0.03
Recall Uk;0.17
Recall France;0.1
F1 Usa;0.89
F1 Japan;0.29
F1 West-germany;0.44
F1 Canada;0.05
F1 Uk;0.23
F1 France;0.18
F1;0.75
