Accuracy;0.88
Precision;0.88
Precision Usa;0.98
Precision Japan;0.48
Precision West-germany;0.61
Precision Canada;0.4
Precision Uk;0.5
Precision France;0.46
Recall;0.88
Recall Usa;0.98
Recall Japan;0.48
Recall West-germany;0.61
Recall Canada;0.4
Recall Uk;0.5
Recall France;0.46
F1 Usa;0.93
F1 Japan;0.61
F1 West-germany;0.71
F1 Canada;0.54
F1 Uk;0.61
F1 France;0.61
F1;0.86
