Accuracy;0.88
Precision;0.87
Precision Usa;0.98
Precision Japan;0.43
Precision West-germany;0.59
Precision Canada;0.36
Precision Uk;0.54
Precision France;0.48
Recall;0.87
Recall Usa;0.98
Recall Japan;0.43
Recall West-germany;0.59
Recall Canada;0.36
Recall Uk;0.54
Recall France;0.48
F1 Usa;0.93
F1 Japan;0.58
F1 West-germany;0.69
F1 Canada;0.51
F1 Uk;0.63
F1 France;0.64
F1;0.86
