Accuracy;0.86
Precision;0.86
Precision Usa;0.99
Precision Japan;0.28
Precision West-germany;0.37
Precision Canada;0.27
Precision Uk;0.41
Precision France;0.42
Recall;0.86
Recall Usa;0.99
Recall Japan;0.28
Recall West-germany;0.37
Recall Canada;0.27
Recall Uk;0.41
Recall France;0.42
F1 Usa;0.92
F1 Japan;0.43
F1 West-germany;0.52
F1 Canada;0.41
F1 Uk;0.55
F1 France;0.58
F1;0.83
