Accuracy;0.81
Precision;0.81
Precision Usa;0.89
Precision Japan;0.44
Precision West-germany;0.58
Precision Canada;0.38
Precision Uk;0.56
Precision France;0.5
Recall;0.81
Recall Usa;0.89
Recall Japan;0.44
Recall West-germany;0.58
Recall Canada;0.38
Recall Uk;0.56
Recall France;0.5
F1 Usa;0.89
F1 Japan;0.5
F1 West-germany;0.63
F1 Canada;0.34
F1 Uk;0.55
F1 France;0.57
F1;0.81
