Accuracy;0.87
Precision;0.87
Precision Usa;0.99
Precision Japan;0.35
Precision West-germany;0.45
Precision Canada;0.32
Precision Uk;0.48
Precision France;0.43
Recall;0.87
Recall Usa;0.99
Recall Japan;0.35
Recall West-germany;0.45
Recall Canada;0.32
Recall Uk;0.48
Recall France;0.43
F1 Usa;0.93
F1 Japan;0.5
F1 West-germany;0.59
F1 Canada;0.47
F1 Uk;0.59
F1 France;0.59
F1;0.85
