Accuracy;0.88
Precision;0.88
Precision Usa;0.98
Precision Japan;0.46
Precision West-germany;0.58
Precision Canada;0.35
Precision Uk;0.56
Precision France;0.48
Recall;0.88
Recall Usa;0.98
Recall Japan;0.46
Recall West-germany;0.58
Recall Canada;0.35
Recall Uk;0.56
Recall France;0.48
F1 Usa;0.93
F1 Japan;0.6
F1 West-germany;0.68
F1 Canada;0.5
F1 Uk;0.64
F1 France;0.62
F1;0.86
