Accuracy;0.85
Precision;0.85
Precision Usa;0.94
Precision Japan;0.42
Precision West-germany;0.59
Precision Canada;0.36
Precision Uk;0.59
Precision France;0.5
Recall;0.85
Recall Usa;0.94
Recall Japan;0.42
Recall West-germany;0.59
Recall Canada;0.36
Recall Uk;0.59
Recall France;0.5
F1 Usa;0.92
F1 Japan;0.56
F1 West-germany;0.67
F1 Canada;0.44
F1 Uk;0.53
F1 France;0.62
F1;0.84
