Accuracy;0.88
Precision;0.88
Precision Usa;0.98
Precision Japan;0.43
Precision West-germany;0.58
Precision Canada;0.35
Precision Uk;0.58
Precision France;0.52
Recall;0.87
Recall Usa;0.98
Recall Japan;0.43
Recall West-germany;0.58
Recall Canada;0.35
Recall Uk;0.58
Recall France;0.52
F1 Usa;0.93
F1 Japan;0.58
F1 West-germany;0.69
F1 Canada;0.49
F1 Uk;0.63
F1 France;0.63
F1;0.86
