Accuracy;0.86
Precision;0.86
Precision Usa;0.99
Precision Japan;0.39
Precision West-germany;0.43
Precision Canada;0.23
Precision Uk;0.43
Precision France;0.48
Recall;0.86
Recall Usa;0.99
Recall Japan;0.39
Recall West-germany;0.43
Recall Canada;0.23
Recall Uk;0.43
Recall France;0.48
F1 Usa;0.92
F1 Japan;0.52
F1 West-germany;0.55
F1 Canada;0.36
F1 Uk;0.57
F1 France;0.64
F1;0.83
