Accuracy;0.86
Precision;0.86
Precision Usa;0.98
Precision Japan;0.37
Precision West-germany;0.53
Precision Canada;0.31
Precision Uk;0.53
Precision France;0.49
Recall;0.86
Recall Usa;0.98
Recall Japan;0.37
Recall West-germany;0.53
Recall Canada;0.31
Recall Uk;0.53
Recall France;0.49
F1 Usa;0.92
F1 Japan;0.51
F1 West-germany;0.63
F1 Canada;0.45
F1 Uk;0.62
F1 France;0.64
F1;0.84
