Accuracy;0.88
Precision;0.88
Precision Usa;0.98
Precision Japan;0.45
Precision West-germany;0.59
Precision Canada;0.35
Precision Uk;0.54
Precision France;0.5
Recall;0.88
Recall Usa;0.98
Recall Japan;0.45
Recall West-germany;0.59
Recall Canada;0.35
Recall Uk;0.54
Recall France;0.5
F1 Usa;0.93
F1 Japan;0.59
F1 West-germany;0.69
F1 Canada;0.5
F1 Uk;0.62
F1 France;0.65
F1;0.86
