Accuracy;0.85
Precision;0.85
Precision Usa;0.99
Precision Japan;0.27
Precision West-germany;0.24
Precision Canada;0.23
Precision Uk;0.44
Precision France;0.4
Recall;0.85
Recall Usa;0.99
Recall Japan;0.27
Recall West-germany;0.24
Recall Canada;0.23
Recall Uk;0.44
Recall France;0.4
F1 Usa;0.91
F1 Japan;0.41
F1 West-germany;0.37
F1 Canada;0.36
F1 Uk;0.56
F1 France;0.56
F1;0.82
